Country_Name,Country_Code,Indicator_Name,Indicator_Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Period 1990-2000,Period 1990-2010,Period 2000-2010
Belarus,BLR,Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,8598.315438,9289.268001,9975.850645,10678.49261,14419.77737,16428.15194,21278.79593,23420.44161,25280.17325,26678.10337,31298.58893,34875.05523,35940.2631,35587.24574,36170.37823,40622.37017,44730.1223,44994.37696,45090.56482,45529.35035,50024.6178,,,
Belarus,BLR,Renewable energy consumption(% in TFEC),2.1_SHARE.TOTAL.RE.IN.TFEC,0.816224737,0.898670366,1.047858155,1.251214789,2.070423836,2.527831888,3.101770344,3.393327588,3.641931082,3.977543971,4.945133238,5.489377027,5.724676472,5.559673195,5.620070173,6.107974964,6.441466384,6.570066389,6.427478991,6.698526738,6.956288421,,,
Belarus,BLR,Renewable energy electricity output (GWh),4.1.2_REN.ELECTRICITY.OUTPUT,20,18,17,19,19,20,16,21,28,19,27,30,29,28,34,37,38,50,73,106,130,,,
Belarus,BLR,Renewable energy installed capacity (GW),5.1.2_RE.CAPACITY,0,0.007,0.007,0.007,0.007,0.007,0.008,0.008,0.008,0.008,0.008,0.009,0.011,0.011,0.013,0.0169,0.0169,0.0199,0.0199,0.0209,0.0209,,,
Belarus,BLR,Share of renewable capacity in total capacity (%),5.1_RE.SHARE.IN.CAPACITY,0,0.097114317,0.097114317,0.097114317,0.097154754,0.097154754,0.108239751,0.107976785,0.107976785,0.107976785,0.101794121,0.114503817,0.139011753,0.138277813,0.163378158,0.212287555,0.210515826,0.2477929,0.2477929,0.260212403,0.260212403,,,
Belarus,BLR,Solar energy consumption (% in TFEC),2.1.6_SHARE.SOLAR,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,Solar energy consumption (TJ),3.1.6_SOLAR.CONSUM,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,Thermal efficiency (%) in power supply,11.1_THERMAL.EFFICIENCY,49.99603512,50.79929747,50.20955121,51.05840866,49.52311552,51.66194573,52.73889509,50.67145489,51.23196138,54.81269464,49.61158368,51.8989702,51.99059989,52.0191146,50.77557457,50.05789334,50.30443011,50.1245791,49.46359013,52.41420232,51.14632542,,,
Belarus,BLR,Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,39526,38735,37595,33369,31397,24918,23728,26057,23492,26516,26101,25063,26456,26627,31210,30961,31811,31829,35048,30376,34895,,,
Belarus,BLR,Total final consumption (TJ),8.1.1_FINAL.ENERGY.CONSUMPTION,1443645.48,1382487.22,1153682.5,995496.27,807335.12,765543.99,798610.54,783021.45,781771.81,762704.54,758999.14,767578.44,778738.1,805233.05,798910.44,799960.95,861413.21,840714.55,829296.18,806603.43,834284.75,,,
Belarus,BLR,Total final energy consumtion (TFEC),1.1_TOTAL.FINAL.ENERGY.CONSUM,1053425,1033668,952023,853450,696465,649891,686021,690191,694142,670718,632917,635319,627813,640096,643593,665071,694409,684839,701528,679692,719128,,,
Belarus,BLR,Total installed generation capacity (GW),5.1.1_TOTAL.CAPACITY,0,7.208,7.208,7.208,7.205,7.205,7.391,7.409,7.409,7.409,7.859,7.86,7.913,7.955,7.957,7.9609,8.0279,8.0309,8.0309,8.0319,8.0319,,,
Belarus,BLR,Total primary energy supply (TJ),6.1.1_PRIMARY.ENERGY.SUPPLY,1907021.79,1855934.25,1548670.27,1318938.34,1120016.6,1036133.98,1064019.83,1061319.59,1039334.54,1012055.53,1033480.81,1037241.98,1057234.95,1088527.68,1125333.21,1125124.63,1198652.83,1174722,1178389.18,1120554.31,1161001.94,,,
Belarus,BLR,Traditional biomass consumption (% in TFEC),2.1.1_SHARE.TRADBIO,0.564334433,0.622032413,0.726313335,0.867957115,1.428657578,1.73426313,1.967052029,2.122483486,2.396597526,2.624740949,3.310631568,3.630170041,3.75765873,3.346641754,3.239749345,3.535006037,3.738661221,3.552769337,3.269554458,3.044505452,2.865199241,,,
Belarus,BLR,Traditional biomass consumption (TJ),3.1.1_TRADBIO.CONSUM,5944.84,6429.75,6914.67,7407.58,9950.1,11270.82,13494.39,14649.19,16635.79,17604.61,20953.55,23063.16,23591.07,21421.72,20850.8,23510.3,25961.6,24330.75,22936.84,20693.26,20604.45,,,
Belarus,BLR,Transmission and distribution losses (%),12.1_TD.LOSSES,11.00211481,10.45280762,11.0432897,12.20335917,12.29689453,14.67016341,15.99472093,14.75257132,16.38884091,13.57249512,13.31563122,14.12799019,13.20286766,13.30146123,11.78175113,12.06787766,12.41836405,12.11766237,11.03386809,12.17527933,11.62840857,,,
Belarus,BLR,Waste energy consumption (% in TFEC),2.1.8_SHARE.WASTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Belarus,BLR,Waste energy consumption (TJ),3.1.8_WASTE.CONSUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Belarus,BLR,Wind energy consumption (% in TFEC),2.1.5_SHARE.WIND,,,,,,,,,,,0,0,0,0,0.000488208,0.00048388,0.000463896,0.000474063,0.000430839,0.000482924,0.000421591,,,
Belarus,BLR,Wind energy consumption (TJ),3.1.5_WIND.CONSUM,,,,,,,,,,,,,0,0,3.142069849,3.218145409,3.221338531,3.246567596,3.022454919,3.282393995,3.031781057,,,
Belgium,BEL,Access to Non-Solid Fuel (% of rural population),2.2_ACCESS.NONSOLIDFUEL.RURAL,,,,,,,,,,,,,,,,,,,,,95,,,
Belgium,BEL,Access to Non-Solid Fuel (% of total population),2.1_ACCESS.NONSOLIDFUEL.TOT,95,,,,,,,,,,95,,,,,,,,,,95,,,
Belgium,BEL,Access to Non-Solid Fuel (% of urban population),2.3_ACCESS.NONSOLIDFUEL.URBAN,,,,,,,,,,,,,,,,,,,,,95,,,
Belgium,BEL,Access to electricity (% of rural population),1.2_ACCESS.ELECTRICITY.RURAL,100,,,,,,,,,,100,,,,,,,,,,100,,,
Belgium,BEL,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,,,,,,,,,,100,,,,,,,,,,100,,,
Belgium,BEL,Access to electricity (% of urban population),1.3_ACCESS.ELECTRICITY.URBAN,100,,,,,,,,,,100,,,,,,,,,,100,,,
Belgium,BEL,Biogas consumption (% in TFEC),2.1.9_SHARE.BIOGAS,0.011869411,0.020578031,0.016392446,0.015741996,0.027607377,0.02469964,0.02579896,0.031269384,0.036138135,0.033976679,0.034056804,0.060654045,0.064143903,0.065755001,0.076910234,0.134669493,0.109287413,0.088425569,0.117491915,0.231391538,0.226047954,,,
Belgium,BEL,Biogas consumption (TJ),3.1.9_BIOGAS.CONSUM,143.7912707,264.426671,213.1555664,202.2528544,365.4145582,331.5815469,371.0295463,443.4745989,521.3959536,487.6258218,493.9925846,901.1747505,901.7061237,976.2375347,1122.755591,1914.055392,1535.755667,1199.541596,1680.026281,3095.015651,3220.076659,,,
Belgium,BEL,Divisia Decomposition Analysis - Activity component  -Compound Annual Growth Rate (%),16.5_DECOMP.ACTIVITY.RATE,,,,,,,,,,,,,,,,,,,,,,,,1.805422967
Belgium,BEL,Divisia Decomposition Analysis - Activity component Index,16.2_DECOMP.ACTIVITY.INDEX,1,1.018329959,1.033914439,1.023970371,1.057007275,1.082212585,1.09762616,1.138613593,1.160575549,1.201654989,1.245743189,1.255804652,1.272879893,1.283145338,1.325065779,1.348378435,1.385019216,1.425454867,1.439272188,1.398971814,1.430270733,,,
Belgium,BEL,Divisia Decomposition Analysis - Energy Intensity component -Compound Annual Growth Rate (%),16.4_DECOMP.EFFICIENCY.RATE,,,,,,,,,,,,,,,,,,,,,,,,0.84145158
Belgium,BEL,Divisia Decomposition Analysis - Energy Intensity component Index,16.1_DECOMP.EFFICIENCY.IND,1,1.045161579,1.040277651,1.038948636,1.039957806,1.024022396,1.084483992,1.026914267,1.021843058,0.981561014,0.955193169,0.972746577,0.91625589,0.962018055,0.91178248,0.874117839,0.846201084,0.799326773,0.836582982,0.807584715,0.844506916,,,
Belgium,BEL,Divisia Decomposition Analysis - Structure Component -Compound Annual Growth Rate (%),16.6_DECOMP.STRUCTURE.RATE,,,,,,,,,,,,,,,,,,,,,,,,0.1427217
Belgium,BEL,Divisia Decomposition Analysis - Structure Component Index,16.3_DECOMP.STRUCTURE.INDEX,1,0.995390778,0.99318217,0.989867626,0.989026038,0.989930902,0.989839542,0.99341258,0.99314193,0.989865639,0.99284437,0.989767452,0.985907336,0.982044677,0.983168925,0.979897661,0.981206813,0.980361885,0.976092044,0.970509414,0.971839386,,,
Belgium,BEL,Energy intensity level of final energy (MJ/$2005 PPP),8.1.2_FINAL.ENERGY.INTENSITY,5.367668073,5.598525037,5.607103075,5.588914276,5.888610572,5.859163409,6.148750821,5.86557538,5.828411761,5.659945041,5.560083715,5.625307493,5.277341818,5.484289008,5.282470652,5.156249178,4.921621811,4.655573826,4.925472346,4.692358846,4.877826673,,,
Belgium,BEL,Energy intensity level of primary energy (MJ/$2005 PPP),6.1_PRIMARY.ENERGY.INTENSITY,8.08158344,8.313791567,8.281987312,8.166595287,8.369997495,8.315470986,8.652615761,8.350403602,8.327873111,8.103330544,7.860890047,7.778803566,7.411137407,7.726960716,7.438401184,7.284356639,7.022426854,6.695553682,6.811955689,6.831498137,7.121682901,,,
Belgium,BEL,Energy intensity of agricultural sector (MJ/$2005),14.1_AGR.ENERGY.INTENSITY,9.999997249,10.31981184,11.5866613,11.98062806,16.19149096,17.74401669,19.88992546,16.80044449,14.59668805,13.07244787,9.783130069,10.86257919,8.784518537,12.91132179,9.537651095,14.05891698,13.19357851,14.09364542,13.13383371,12.88749581,13.37499881,,,
Belgium,BEL,Energy intensity of industrial sector (MJ/$2005),13.1_INDUSTRY.ENERGY.INTENSITY,8.988168056,9.338235724,9.13994222,9.026535852,9.368183984,8.861998392,8.981635079,8.842086774,8.935993351,8.924630689,9.015489049,8.995485341,8.275183991,8.483882284,7.855713696,7.285131782,7.594045059,7.43880073,7.324403361,6.754704317,7.512727978,,,
Belgium,BEL,Energy intensity of other sectors (MJ/$2005),15.1_OTHER.SECT.ENER.INTENS,4.546771129,4.770921102,4.818655223,4.887928529,4.742468094,4.733496937,5.16638873,4.823130491,4.778459563,4.50674689,4.325028973,4.415122634,4.252571435,4.400027332,4.353623591,4.210209567,3.916429497,3.600261476,3.894612315,3.851148256,3.904194408,,,
Belgium,BEL,Energy savings of primary energy (TJ),10.1_ENERGY.SAVINGS,,-59149.86962,-51829.81663,-21774.8631,-76258.0311,-63315.723,-156786.142,-76565.58301,-71501.53353,-6536.984806,68772.93357,95114.9748,213477.3644,113826.5373,213193.7269,268904.5075,366963.979,494236.2685,457119.0144,437476.775,343441.5948,,,
Belgium,BEL,Final energy intensity -Compound Annual Growth Rate (%),8.1_FINAL.ENER.INTENS.RATE,,,,,,,,,,,,,,,,,,,,,,0.352816954,1.300602094,0.477326144
Belgium,BEL,Final to primary energy ratio (%),9.1_FINAL.PRIMARY.RATIO,66.41851949,67.34021405,67.70238668,68.43628317,70.35379133,70.46099275,71.06233527,70.2430165,69.98679835,69.84714507,70.73096916,72.31584453,71.20825763,70.97601773,71.01621063,70.78523792,70.08434424,69.53232021,72.30628869,68.68711302,68.4926125,,,
Belgium,BEL,Geothermal energy consumption (% in TFEC),2.1.7_SHARE.GEOTHERMAL,0.003364758,0.003883057,0.003328722,0.003441981,0.003748228,0.003722177,0.004456728,0.003536176,0.003293411,0.003391915,0.003246599,0.003454234,0.002968687,0.002998698,0.002736103,0.002877706,0.003046171,0.002633264,0.00300996,0.004763634,0.004612436,,,
Belgium,BEL,Geothermal energy consumption (TJ),3.1.7_GEOTHERMAL.CONSUM,40.76216383,49.89708719,43.2842993,44.22250771,49.61199751,49.96854653,64.09475167,50.15142452,47.51687917,48.68002442,47.09179578,51.32169576,41.73246401,44.52044223,39.94234465,40.90078691,42.80616048,35.72168019,43.03965236,63.71677819,65.70462791,,,
Belgium,BEL,Hydro energy consumption (% in TFEC),2.1.3_SHARE.HYDRO,0.06521707,0.054549491,0.082752056,0.064307775,0.08766612,0.08440657,0.055646888,0.071434995,0.087481149,0.076461548,0.106971866,0.106226481,0.089370047,0.05715841,0.074717509,0.068272592,0.090086507,0.097791361,0.102133965,0.075964143,0.070070699,,,
Belgium,BEL,Hydro energy consumption (TJ),3.1.3_HYDRO.CONSUM,790.0682866,700.9582362,1076.048159,826.22501,1160.359288,1133.120219,800.2896138,1013.118956,1262.165775,1097.359319,1551.622631,1578.272686,1256.323898,848.6074724,1090.745617,970.3572787,1265.935944,1326.593732,1460.421736,1016.070916,998.1644128,,,
Belgium,BEL,Liquid biofuels consumption (% in TFEC),2.1.4_SHARE.BIOFUELS,0,0,0,0.00575966,0.022363049,,,,,,,,,,,0.02180492,0.090940752,0.359820914,0.371629841,1.038636003,1.183570196,,,
Belgium,BEL,Liquid biofuels consumption (TJ),3.1.4_BIOFUELS.CONSUM,0,0,0,74,296,,,,,,,,,,,309.9129846,1277.940176,4881.16907,5313.964807,13892.44705,16860.08079,,,
Belgium,BEL,Marine energy consumption (% in TFEC),2.1.10_SHARE.MARINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Belgium,BEL,Marine energy consumption (TJ),3.1.10_MARINE.CONSUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Belgium,BEL,Modern biomass consumption (% in TFEC),2.1.2_SHARE.MODERNBIO,1.143591822,1.083130106,1.033467531,0.808058419,0.741899041,1.089544426,1.038051043,0.983917527,1.106209861,1.220572949,1.206772525,1.311323145,1.408121096,1.598902036,1.727583219,2.040917207,2.366226117,2.448235069,2.797530074,2.993734558,3.172583474,,,
Belgium,BEL,Modern biomass consumption (TJ),3.1.2_MODERNBIO.CONSUM,13853.97451,13918.1677,13438.46768,10381.91841,9819.864734,14626.64363,14928.80373,13954.30209,15960.241,17517.39444,17504.1872,19483.14099,19794.73271,23738.24298,25219.70901,29007.52426,33251.2691,33211.65847,40002.1062,40043.19001,45193.78224,,,
Belgium,BEL,Primary energy intensity -Compound Annual Growth Rate (%),7.1_PRIMARY.ENER.INTENS.RATE,,,,,,,,,,,,,,,,,,,,,,0.276496901,0.982697437,0.63022452
Belgium,BEL,Renewable electricity (% in total electricity output),4.1_SHARE.RE.IN.ELECTRICITY,0.789563535,0.752957042,0.864024646,0.723582805,0.841031104,0.908645737,0.746626208,0.755191945,0.924763935,1.019600317,1.261280852,1.36737134,1.405997109,1.426502794,1.774684955,2.464801095,3.510440946,3.994042163,5.301239516,6.062666503,6.944786063,,,
Belgium,BEL,Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,15413.96779,15609.48861,15441.43139,12258.16479,12436.19317,16903.38576,17011.26984,16254.70613,18641.16469,20062.69399,21034.34803,23794.71472,23888.2836,27761.81702,29827.74601,35252.07821,40460.08576,43563.04909,52551.35702,64374.42889,75553.41694,,,
Belgium,BEL,Renewable energy consumption(% in TFEC),2.1_SHARE.TOTAL.RE.IN.TFEC,1.272363212,1.214750922,1.187502799,0.954092767,0.939564855,1.259139842,1.182852069,1.146118963,1.292025615,1.397923741,1.450148641,1.601515904,1.69932055,1.869912015,2.043239811,2.480272785,2.879219777,3.211299569,3.675156527,4.812802186,5.303816369,,,
Belgium,BEL,Renewable energy electricity output (GWh),4.1.2_REN.ELECTRICITY.OUTPUT,555,536,617,507,600,668,561,588,759,850,1044,1075,1138,1192,1497,2106,2952,3486,4418,5439,6494,,,
Belgium,BEL,Renewable energy installed capacity (GW),5.1.2_RE.CAPACITY,0.298,0.329,0.348,0.363,0.363,0.4,0.375,0.372,0.398,0.372,0.42,0.467,0.495,0.579,0.629,0.875,0.98,1.099,1.31,2.152,3.101,,,
Belgium,BEL,Share of renewable capacity in total capacity (%),5.1_RE.SHARE.IN.CAPACITY,2.107347429,2.33366435,2.478809032,2.583078346,2.436405128,2.681504324,2.52491247,2.531817872,2.583744482,2.396598376,2.677717565,3.006502285,3.18287037,3.707973103,4.019683027,5.436133201,6.027060271,6.709401709,7.816229117,12.30558097,16.92500819,,,
Belgium,BEL,Solar energy consumption (% in TFEC),2.1.6_SHARE.SOLAR,0.002889114,0.00295721,0.002691629,0.00264633,0.002795381,0.002905125,0.002572737,0.002890909,0.002148621,0.002787111,0.002964503,0.00376911,0.004766122,0.007004976,0.007839348,0.008187534,0.010322228,0.015735564,0.027596473,0.073135132,0.161359097,,,
Belgium,BEL,Solar energy consumption (TJ),3.1.6_SOLAR.CONSUM,35,38,35,34,37,39,37,41,31,40,43,56,67,104,114.4408379,116.3692961,145.0525679,213.4616,394.6041779,978.2310125,2298.577151,,,
Belgium,BEL,Thermal efficiency (%) in power supply,11.1_THERMAL.EFFICIENCY,40.52606903,41.1416352,41.19347918,41.14085381,41.81771458,42.37963001,42.95138089,43.72498936,43.79181345,44.95090855,46.76465818,47.93886849,48.17974955,46.82275568,46.51604794,47.1416823,50.83842732,51.43993946,52.98518469,53.69776128,55.68823494,,,
Belgium,BEL,Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,70292,71186,71410,70068,71341,73516,75138,77861,82075,83366,82773,78618,80939,83561,84353,85443,84092,87280,83339,89713,93509,,,
Belgium,BEL,Total final consumption (TJ),8.1.1_FINAL.ENERGY.CONSUMPTION,1342682.02,1426100.07,1450147.25,1431539.81,1556976.3,1586134.76,1688238.8,1670638.08,1692074.12,1701328.79,1732644.84,1767128.62,1680363.47,1760342.99,1750964.98,1739202.25,1705185,1660103.92,1773375.75,1642126.35,1745231.41,,,
Belgium,BEL,Total final energy consumtion (TFEC),1.1_TOTAL.FINAL.ENERGY.CONSUM,1211444,1284995,1300328,1284798,1323612,1342455,1438157,1418239,1442786,1435178,1450496,1485762,1405755,1484659,1459826,1421298.432,1405244.785,1356555.132,1429907.995,1337566.482,1424510.422,,,
Belgium,BEL,Total installed generation capacity (GW),5.1.1_TOTAL.CAPACITY,14.141,14.098,14.039,14.053,14.899,14.917,14.852,14.693,15.404,15.522,15.685,15.533,15.552,15.615,15.648,16.096,16.26,16.38,16.76,17.488,18.322,,,
Belgium,BEL,Total primary energy supply (TJ),6.1.1_PRIMARY.ENERGY.SUPPLY,2021547.65,2117753.99,2141944.06,2091784.86,2213066.66,2251082.05,2375715.34,2378368.93,2417704.71,2435788.59,2449626.89,2443625.78,2359787.37,2480194.08,2465584.92,2457012.65,2433046.95,2387528.44,2452588.54,2390734.27,2548057.88,,,
Belgium,BEL,Traditional biomass consumption (% in TFEC),2.1.1_SHARE.TRADBIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Belgium,BEL,Traditional biomass consumption (TJ),3.1.1_TRADBIO.CONSUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Belgium,BEL,Transmission and distribution losses (%),12.1_TD.LOSSES,5.33554414,5.117161837,5.156653205,5.453357683,5.210081581,5.199382812,5.303784861,4.889972311,4.831118494,5.106435644,4.674027015,5.039553884,4.729839873,4.563176369,4.878636972,4.945970391,5.051738311,4.74905054,5.280896092,4.728283627,4.834740597,,,
Belgium,BEL,Waste energy consumption (% in TFEC),2.1.8_SHARE.WASTE,0.043714797,0.047747368,0.046686343,0.052111163,0.051205325,0.051614392,0.054463056,0.051196268,0.054280678,0.057818582,0.092415584,0.107176463,0.115800439,0.117728765,0.119983726,0.149731256,0.11746752,0.075224515,0.097082992,0.164505572,0.195407951,,,
Belgium,BEL,Waste energy consumption (TJ),3.1.8_WASTE.CONSUM,529.5802898,613.551291,607.0755922,669.5231766,677.7598309,692.8999832,783.264252,726.0854454,783.1540176,829.7995668,1340.484342,1592.387167,1627.870455,1747.870701,1751.553625,2128.127989,1650.706205,1020.462016,1388.19747,2200.371393,2783.606632,,,
Belgium,BEL,Wind energy consumption (% in TFEC),2.1.5_SHARE.WIND,0.001716239,0.001905659,0.002184072,0.002025442,0.002280333,0.002247512,0.001862657,0.001873705,0.00247376,0.002914956,0.003720761,0.008912426,0.014150257,0.02036413,0.033469673,0.053812078,0.091843069,0.123433312,0.158681307,0.230671605,0.290164562,,,
Belgium,BEL,Wind energy consumption (TJ),3.1.5_WIND.CONSUM,20.7912707,24.48762397,28.40009803,26.02283496,30.18275606,30.17184014,26.78793686,26.57361195,35.69106305,41.83481275,53.9694828,132.4174362,198.9179506,302.3378849,488.5989828,764.8302162,1290.619932,1674.440932,2268.996698,3085.386075,4133.424427,,,
Belize,BLZ,Access to Non-Solid Fuel (% of rural population),2.2_ACCESS.NONSOLIDFUEL.RURAL,,,,,,,,,,,,,,,,,,,,,82,,,
Belize,BLZ,Access to Non-Solid Fuel (% of total population),2.1_ACCESS.NONSOLIDFUEL.TOT,70.6241,,,,,,,,,,80.62623,,,,,,,,,,87.65831,,,
Belize,BLZ,Access to Non-Solid Fuel (% of urban population),2.3_ACCESS.NONSOLIDFUEL.URBAN,,,,,,,,,,,,,,,,,,,,,95,,,
Belize,BLZ,Access to electricity (% of rural population),1.2_ACCESS.ELECTRICITY.RURAL,66.16012,,,,,,,,,,70.88263,,,,,,,,,,74.05519,,,
Belize,BLZ,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,81.32185,,,,,,,,,,84.99329,,,,,,,,,,88.22938,,,
Belize,BLZ,Access to electricity (% of urban population),1.3_ACCESS.ELECTRICITY.URBAN,98.1030885,,,,,,,,,,100,,,,,,,,,,100,,,
Belize,BLZ,Biogas consumption (% in TFEC),2.1.9_SHARE.BIOGAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Belize,BLZ,Biogas consumption (TJ),3.1.9_BIOGAS.CONSUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Belize,BLZ,Divisia Decomposition Analysis - Activity component  -Compound Annual Growth Rate (%),16.5_DECOMP.ACTIVITY.RATE,,,,,,,,,,,,,,,,,,,,,,,,
Belize,BLZ,Divisia Decomposition Analysis - Activity component Index,16.2_DECOMP.ACTIVITY.INDEX,,,,,,,,,,,,,,,,,,,,,1,,,
Belize,BLZ,Divisia Decomposition Analysis - Energy Intensity component -Compound Annual Growth Rate (%),16.4_DECOMP.EFFICIENCY.RATE,,,,,,,,,,,,,,,,,,,,,,,,
Belize,BLZ,Divisia Decomposition Analysis - Energy Intensity component Index,16.1_DECOMP.EFFICIENCY.IND,,,,,,,,,,,,,,,,,,,,,1,,,
Belize,BLZ,Divisia Decomposition Analysis - Structure Component -Compound Annual Growth Rate (%),16.6_DECOMP.STRUCTURE.RATE,,,,,,,,,,,,,,,,,,,,,,,,
Belize,BLZ,Divisia Decomposition Analysis - Structure Component Index,16.3_DECOMP.STRUCTURE.INDEX,,,,,,,,,,,,,,,,,,,,,1,,,
Belize,BLZ,Energy intensity level of final energy (MJ/$2005 PPP),8.1.2_FINAL.ENERGY.INTENSITY,8.791135722,11.82855206,10.67648434,7.961579374,7.605383966,6.974435935,6.950689297,6.735583813,6.394406271,8.93618531,8.923843026,8.772213654,5.158425287,4.583823387,4.527088765,4.511590855,4.985107333,4.842834246,4.577711345,4.65943808,4.612739121,,,
Belize,BLZ,Energy intensity level of primary energy (MJ/$2005 PPP),6.1_PRIMARY.ENERGY.INTENSITY,9.72214996,9.741109699,8.331032732,8.222425434,8.355222724,8.646156521,7.814141347,8.867420732,8.141175579,10.00954966,10.21332088,9.823830613,6.381922635,5.76400211,5.788283585,5.447283732,5.676343478,5.58542609,5.210311523,5.337460655,5.305899285,,,
Belize,BLZ,Energy intensity of agricultural sector (MJ/$2005),14.1_AGR.ENERGY.INTENSITY,,,,,,,,,,,,,,,,,,,,,,,,
Belize,BLZ,Energy intensity of industrial sector (MJ/$2005),13.1_INDUSTRY.ENERGY.INTENSITY,,,,,,,,,,,,,,,,,,,,,,,,
Belize,BLZ,Energy intensity of other sectors (MJ/$2005),15.1_OTHER.SECT.ENER.INTENS,,,,,,,,,,,,,,,,,,,,,,,,
Belize,BLZ,Energy savings of primary energy (TJ),10.1_ENERGY.SAVINGS,,-16.55488143,1360.862064,1559.191232,1423.372796,1127.640425,2028.160408,940.763433,1805.206746,-356.9759424,-689.6245251,-149.8409461,5173.277138,6701.727214,6968.371529,7801.70361,7727.231171,8006.777931,9037.741975,8783.047339,9102.810254,,,
Belize,BLZ,Final energy intensity -Compound Annual Growth Rate (%),8.1_FINAL.ENER.INTENS.RATE,,,,,,,,,,,,,,,,,,,,,,0.149940067,6.38602271,3.173174094
Belize,BLZ,Final to primary energy ratio (%),9.1_FINAL.PRIMARY.RATIO,,,,,,,,,,,,,,,,,,,,,,,,
Belize,BLZ,Geothermal energy consumption (% in TFEC),2.1.7_SHARE.GEOTHERMAL,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Belize,BLZ,Geothermal energy consumption (TJ),3.1.7_GEOTHERMAL.CONSUM,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Belize,BLZ,Hydro energy consumption (% in TFEC),2.1.3_SHARE.HYDRO,0,0,0,0,,4.738578647,7.394013869,6.819138728,3.444755267,2.555121943,4.746578638,5.124984365,8.822873185,6.13671463,6.580207519,6.917939026,11.86026166,12.5289218,15.68833806,15.47866386,,,,
Belize,BLZ,Hydro energy consumption (TJ),3.1.3_HYDRO.CONSUM,0,0,0,0,,148.8648649,231.1578947,236.5005988,237.6,275.2383234,575.1591241,634.0143885,671.9657143,451.2578313,510.2175834,553.0085048,1095.590451,1125.528114,1388.241629,1385.439121,,,,
Belize,BLZ,Liquid biofuels consumption (% in TFEC),2.1.4_SHARE.BIOFUELS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Belize,BLZ,Liquid biofuels consumption (TJ),3.1.4_BIOFUELS.CONSUM,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Belize,BLZ,Marine energy consumption (% in TFEC),2.1.10_SHARE.MARINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Belize,BLZ,Marine energy consumption (TJ),3.1.10_MARINE.CONSUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Belize,BLZ,Modern biomass consumption (% in TFEC),2.1.2_SHARE.MODERNBIO,37.03698833,37.65220717,33.91990383,32.16817461,31.01956581,37.85402179,42.23797241,39.40995771,32.24937401,20.86468066,19.37665599,16.04549952,26.87402575,27.83434352,26.39696371,25.60440724,27.0893671,22.35405597,20.07599653,20.10657188,,,,
Belize,BLZ,Modern biomass consumption (TJ),3.1.2_MODERNBIO.CONSUM,1196.9255,1250.9802,1181.4813,1227.8139,1142.8708,1189.2034,1320.4791,1366.8117,2224.3819,2247.5482,2347.9355,1984.9968,2046.7736,2046.7736,2046.7736,2046.7736,2502.3775,2008.1631,1776.5001,1799.6664,,,,
Belize,BLZ,Primary energy intensity -Compound Annual Growth Rate (%),7.1_PRIMARY.ENER.INTENS.RATE,,,,,,,,,,,,,,,,,,,,,,0.49407709,6.338911106,2.982554725
Belize,BLZ,Renewable electricity (% in total electricity output),4.1_SHARE.RE.IN.ELECTRICITY,0,0,0,0,0,27.02702703,40.13157895,41.31736527,41.50943396,45.50898204,70.0729927,69.0647482,67.14285714,40.96385542,43.07814788,44.14180275,84.77177737,82.2754469,94.74758595,92.28877704,0,,,
